"","dz","x","y"
"6375","S01012880",261791.06149158,660540.87698841
"6376","S01012881",262267.40822052,660720.58792129
"6377","S01012882",263171.74450431,659367.12394799
"6378","S01012883",262821.88384153,659381.06641715
"6379","S01012884",262609.28210857,659531.78992017
"6380","S01012885",262832.14152589,659707.29660143
"6381","S01012886",262219.77348914,659656.24645143
"6382","S01012887",262464.07014416,659999.37189091
"6383","S01012888",261980.3528962,660110.44503055
"6384","S01012889",262526.35348903,658870.31568954
"6385","S01012890",262882.50028367,658922.00535473
"6386","S01012891",262917.07544409,659105.35825146
"6387","S01012892",261916.18506868,659230.21769654
"6388","S01012893",261841.60757556,659514.97430616
"6389","S01012894",260441.44522552,650868.48923045
"6390","S01012895",263504.10075051,649129.84992612
"6391","S01012896",264881.63350783,653287.93047983
"6392","S01012897",266766.35073277,654616.39845514
"6393","S01012898",268340.36177193,655458.9107124
"6394","S01012899",265493.40709063,656164.44666432
"6395","S01012900",263938.43595642,657508.1533701
"6396","S01012901",266006.85510732,655349.80494545
"6397","S01012902",266037.68608405,655580.18171281
"6398","S01012903",265871.65165793,655902.55423974
"6399","S01012904",265335.99433924,655967.27113707
"6400","S01012905",265863.15708101,656160.64780472
"6401","S01012906",265363.30616785,655324.03994841
"6402","S01012907",265447.58767731,655308.1453364
"6403","S01012908",264811.22962513,655640.75015985
"6404","S01012909",265322.84114472,655671.98742354
"6405","S01012910",264874.48882418,655880.24810312
"6406","S01012911",264420.17331101,654749.58822708
"6407","S01012912",264762.09211742,655244.26869029
"6408","S01012913",264514.86217621,655291.96701897
"6409","S01012914",264228.41479348,655395.52668259
"6410","S01012915",263720.88227036,655537.23471073
"6411","S01012916",265131.51530649,654263.70723141
"6412","S01012917",265473.41481569,654177.54076428
"6413","S01012918",265069.02254458,654593.08829293
"6414","S01012919",264822.59801875,654515.86844755
"6415","S01012920",265741.36680422,654679.0787472
"6416","S01012921",264794.11419715,654709.37753849
"6417","S01012922",265193.41936154,654903.07511592
"6418","S01012923",265125.64428396,653618.68946097
"6419","S01012924",264754.95834431,653729.62050198
"6420","S01012925",264527.64203023,653632.68202164
"6421","S01012926",264402.81385905,653932.88116082
"6422","S01012927",264841.85287486,653991.54811658
"6423","S01012928",263970.30263864,654099.98085121
"6424","S01012929",264710.37022597,654285.14240085
"6425","S01012930",263706.6836871,654600.67716212
"6426","S01012931",263922.95210841,654822.68727023
"6427","S01012932",263186.79821705,655080.46870157
"6428","S01012933",263684.86747996,655197.830084
"6429","S01012934",263168.99410968,654245.68147865
"6430","S01012935",262628.69458505,654346.80650756
"6431","S01012936",263183.3232394,654716.39794189
"6432","S01012937",262560.37950802,654773.69704394
"6433","S01012938",262624.76525736,655100.86764483
"6434","S01012939",262693.01544968,655356.56847845
"6435","S01012940",263160.98095898,655464.53103712
"6436","S01012941",262788.65155726,655696.16127337
"6437","S01012942",262235.10608345,654498.15490727
"6438","S01012943",261913.69373287,654817.86330327
"6439","S01012944",262140.87523146,655300.48679673
"6440","S01012945",260907.32167104,655278.61439421
"6441","S01012946",261950.17451495,655620.94470764
"6442","S01012947",261366.02650732,655826.07043917
"6443","S01012948",260161.81421355,653199.76975381
"6444","S01012949",259768.50020766,653398.79180663
"6445","S01012950",260245.12217366,653962.0663562
"6446","S01012951",259722.72731461,653891.1323536
"6447","S01012952",258585.00347016,654534.09332634
"6448","S01012953",260495.15818164,653244.00624862
"6449","S01012954",260365.36967408,653463.45872801
"6450","S01012955",260739.77291129,653955.70365104
"6451","S01012956",261453.51081346,653780.19096572
"6452","S01012957",261306.09216344,654241.67325515
"6453","S01012958",260481.54170841,652384.80145256
"6454","S01012959",261008.06077048,652781.75749012
"6455","S01012960",261003.2746474,653164.63935317
"6456","S01012961",260515.50498839,652903.54754043
"6457","S01012962",260824.60044527,653445.80187129
"6458","S01012963",261597.22142354,651533.0448821
"6459","S01012964",261212.04972616,651441.44569307
"6460","S01012965",262143.38258664,651882.94456449
"6461","S01012966",261680.52358714,651983.56313644
"6462","S01012967",261220.81811187,652065.82565335
"6463","S01012968",261024.42011298,652318.3247132
"6464","S01012969",261342.67838292,652374.59140105
"6465","S01012970",262844.52951505,651969.09456493
"6466","S01012971",262259.63255929,652197.10125226
"6467","S01012972",262489.40817209,652411.93444741
"6468","S01012973",262618.74735683,652755.55488996
"6469","S01012974",262942.4352352,652839.38290161
"6470","S01012975",261883.2477036,652350.87859482
"6471","S01012976",261587.76780755,652751.65290483
"6472","S01012977",261426.23181017,652712.78213424
"6473","S01012978",261945.74327989,652674.59540598
"6474","S01012979",262282.78203007,652728.68451592
"6475","S01012980",261927.15626136,653044.6430258
"6476","S01012981",262424.9924471,653252.91277695
"6477","S01012982",262141.89417184,653143.39444974
"6478","S01012983",261476.03569218,653238.73688874
"6479","S01012984",262267.80617117,653544.59630958
"6480","S01012985",261861.14787796,653497.47447792
"6481","S01012986",261858.63963592,653977.76846472
"6482","S01012987",262343.99704253,653864.92639668
"6483","S01012988",262557.46702061,654030.2792933
"6484","S01012989",261869.01296839,654286.54873163
"6485","S01012990",263018.14054475,653338.77834568
"6486","S01012991",263371.84427694,653510.68920322
"6487","S01012992",262716.80565619,653652.06760982
"6488","S01012993",263091.31162207,653728.42752991
"6489","S01012994",263639.74398603,653646.27637482
"6490","S01012995",263398.877703,652051.86803116
"6491","S01012996",263316.90850407,652377.60440993
"6492","S01012997",263357.57201395,652670.56417101
"6493","S01012998",264168.35453408,652810.87851173
"6494","S01012999",263984.13171058,653115.10620697
"6495","S01013000",263698.33012603,653223.69786644
"6496","S01013001",245547.11330316,691484.49473681
"6497","S01013002",248424.91784633,683241.25295855
"6498","S01013003",251870.58539666,685827.17231643
"6499","S01013004",252362.01334225,685852.59366255
"6500","S01013005",253584.34469362,685773.64980961
"6501","S01013006",254887.55619955,679999.10964958
"6502","S01013007",255634.74673352,679664.84932959
"6503","S01013008",256229.50341187,679225.977523
"6504","S01013009",247383.24521958,688889.02342893
"6505","S01013010",249645.6646574,691414.69205886
"6506","S01013011",253199.7743237,688812.5337724
"6507","S01013012",254691.73805501,688549.15434988
"6508","S01013013",255139.61255378,690674.59226476
"6509","S01013014",256785.01948243,694175.75192238
"6510","S01013015",262003.83125409,686525.818145
"6511","S01013016",264263.92625624,693537.75762785
"6512","S01013017",264837.22637467,694527.60054119
"6513","S01013018",270039.34054117,694403.96043869
"6514","S01013019",272818.70491624,689560.88629898
"6515","S01013020",277660.35733166,692503.49409699
"6516","S01013021",277828.44617362,692184.13096193
"6517","S01013022",277927.82003358,692411.18770334
"6518","S01013023",278415.13151473,692480.03438681
"6519","S01013024",278054.63212932,692865.09525349
"6520","S01013025",277617.90533972,687092.67699709
"6521","S01013026",283457.8513379,687007.77651113
"6522","S01013027",283680.40623141,687257.0157665
"6523","S01013028",284358.69402793,689622.05447644
"6524","S01013029",283870.28962849,688723.31013464
"6525","S01013030",283864.60914628,689310.306556
"6526","S01013031",283986.62671719,689546.24092463
"6527","S01013032",283785.37613718,689672.90381255
"6528","S01013033",283911.65893261,691544.6924671
"6529","S01013034",283629.8702939,691984.85957616
"6530","S01013035",283319.85830872,692001.95867108
"6531","S01013036",283250.66607523,691777.48522895
"6532","S01013037",281480.59869181,690468.159463
"6533","S01013038",281262.64686429,690349.0517896
"6534","S01013039",281533.760364,689845.07598238
"6535","S01013040",281139.54963519,690017.75148729
"6536","S01013041",280879.2478163,690187.7525247
"6537","S01013042",280247.36564589,689961.71999552
"6538","S01013043",280235.31642741,690366.67293056
"6539","S01013044",280011.93576806,690460.8505763
"6540","S01013045",280338.41888808,690724.02725167
"6541","S01013046",280789.26344725,690673.6313721
"6542","S01013047",281059.87371125,691176.13323931
"6543","S01013048",280602.66677509,691299.86452936
"6544","S01013049",280122.11072821,691703.59426437
"6545","S01013050",280177.20125462,691391.66170427
"6546","S01013051",280016.82184679,691073.0253203
"6547","S01013052",279876.98839252,690807.82077706
"6548","S01013053",279744.00809876,691368.0392511
"6549","S01013054",279245.13918441,690318.34193365
"6550","S01013055",279446.89190278,691473.12908856
"6551","S01013056",279119.2603567,691427.74074335
"6552","S01013057",279015.15644038,691440.20104731
"6553","S01013058",278725.66579121,691515.42606106
"6554","S01013059",279234.89029602,692109.38862918
"6555","S01013060",279693.37615965,692167.03422216
"6556","S01013061",278857.9923598,692293.02568361
"6557","S01013062",279355.17323495,692732.48345946
"6558","S01013063",279238.81440861,693262.88294129
"6559","S01013064",280137.21692919,692018.91968941
"6560","S01013065",280034.47955438,692494.17808343
"6561","S01013066",280916.31382255,692941.27150914
"6562","S01013067",279582.33559304,693365.99363393
"6563","S01013068",279259.09339737,693753.17732332
"6564","S01013069",279521.20849954,693825.45708936
"6565","S01013070",279405.53092244,694137.01339076
"6566","S01013071",279579.35697446,694222.82586217
"6567","S01013072",278569.27683684,694434.04759725
"6568","S01013073",278200.91945924,694993.86697952
"6569","S01013074",278990.2422779,694595.98509318
"6570","S01013075",279432.80183911,694763.48312434
"6571","S01013076",279950.00715204,694701.34813403
"6572","S01013077",279576.3697212,695249.38463866
"6573","S01013078",279525.02445181,695517.99503852
"6574","S01013079",278971.26963593,695424.13679455
"6575","S01013080",280779.65822717,695524.9688233
"6576","S01013081",280043.07650725,695285.8968477
"6577","S01013082",279900.36151209,695657.71165137
"6578","S01013083",280363.96253514,696340.33682712
"6579","S01013084",279502.74343899,696725.02608167
"6580","S01013085",279255.08770206,696966.01100374
"6581","S01013086",279245.63263921,697348.79852898
"6582","S01013087",279922.29842736,697272.05307802
"6583","S01013088",277263.95493426,697599.83488722
"6584","S01013089",278830.12912027,697090.03317728
"6585","S01013090",280042.27273729,694094.81768736
"6586","S01013091",279807.67808509,693784.92112819
"6587","S01013092",280429.66844478,694610.86030558
"6588","S01013093",282022.26812483,697049.6266628
"6589","S01013094",279084.87273791,701486.40269646
"6590","S01013095",278982.95888334,702004.03878656
"6591","S01013096",278971.82899746,702466.73102461
"6592","S01013097",280406.54645768,703157.36055203
"6593","S01013098",278528.12970376,702320.73646772
"6594","S01013099",278292.73996676,701494.2790525
"6595","S01013100",278781.12442799,701028.70147348
"6596","S01013101",277835.53324609,700943.46532127
"6597","S01013102",277908.80811702,700567.73526409
"6598","S01013103",277342.92371508,700705.41068115
"6599","S01013104",277481.01511194,701260.61837697
"6600","S01013105",277624.37437378,701587.66051704
"6601","S01013106",272720.97958145,701608.22884994
"6602","S01013107",272605.56403759,706090.25920161
"6603","S01013108",269452.21714341,701696.82745738
"6604","S01013109",272399.45845655,697263.67836786
"6605","S01013110",259652.75383977,700843.03298794
"6606","S01013111",252409.16476981,697231.68299365
"6607","S01013112",263622.70514583,707308.7215434
"6608","S01013113",263761.91353179,707483.81656467
"6609","S01013114",256742.96104318,709479.54549197
"6610","S01013115",263015.13090718,707863.56337719
"6611","S01013116",262670.98741617,707673.73159118
"6612","S01013117",252355.11718267,700823.38541511
"6613","S01013118",241295.05025253,703894.04839988
"6614","S01013119",252862.57073815,720195.45757983
"6615","S01013120",253189.39992624,732984.86341098
"6616","S01013121",236027.13348698,725745.22436662
"6617","S01013122",250473.55069682,669172.98298484
"6618","S01013123",250236.07366085,669740.00434745
"6619","S01013124",250657.42978719,669636.51216741
"6620","S01013125",250951.26407495,669439.4750813
"6621","S01013126",251081.30796665,669762.83527446
"6622","S01013127",250912.38880084,669989.72938462
"6623","S01013128",249609.29227581,669909.37492574
"6624","S01013129",249817.73820725,670468.74408007
"6625","S01013130",249665.58646302,671032.1456465
"6626","S01013131",248970.47245288,670747.53741208
"6627","S01013132",248637.61341148,671017.68480442
"6628","S01013133",247926.15800472,671122.95898229
"6629","S01013134",250151.91043742,670901.03527541
"6630","S01013135",250537.17225797,670625.42690677
"6631","S01013136",250770.16426461,670371.40242279
"6632","S01013137",251216.81692404,670188.43669701
"6633","S01013138",250772.10539811,670789.84450075
"6634","S01013139",250485.72099094,671124.66269424
"6635","S01013140",250252.2304714,671446.1012124
"6636","S01013141",249695.97190863,671458.31819544
"6637","S01013142",249560.78335686,671253.44540556
"6638","S01013143",249213.79501324,671341.01176753
"6639","S01013144",249012.12185569,671864.97307805
"6640","S01013145",249276.04678537,671981.18336749
"6641","S01013146",249571.43325198,671890.17755597
"6642","S01013147",250238.2891239,671655.38984965
"6643","S01013148",249589.70577943,672234.77859773
"6644","S01013149",248956.49250965,672400.87519072
"6645","S01013150",249834.23501338,672471.96120111
"6646","S01013151",249668.45435538,672765.34213656
"6647","S01013152",250018.61369834,673144.23753548
"6648","S01013153",250432.35571313,673057.82249436
"6649","S01013154",250741.20563548,672388.89438708
"6650","S01013155",250915.31909772,673347.43974065
"6651","S01013156",250590.62393081,673357.4476304
"6652","S01013157",250223.43484562,673330.31126835
"6653","S01013158",248470.89047974,675541.62196627
